"","YEARS.OLD","INDUSTRY","INDIA.HQ","TOTAL_EMPLOYEES","BRANCHES","RATING","REVIEWS","PACKAGE"
"Mangalam Cement",17,"Other","Other",5.85936070647464,26,4.1,214,0.00787
"Ajay Industrial Corporation",24,"Industrial Machinery","New Delhi",6.62073965107352,38,3.6,212,0.00767
"Merkle",16,NA,"Other",4.83230575857184,NA,3.4,212,0.021
"Radius Global Solutions",40,"Other","Mumbai",6.62073965107352,6,2.8,212,0.00943
"Della Adventure Resort",22,"Other","Pune",4.83230575857184,16,3.7,212,0.00726
"Leap Finance",48,"Financial Services","Bangalore / Bengaluru",8.9226582995244,13,3.5,212,0.00902
"Uni Cards",55,"Other","Bangalore / Bengaluru",5.85936070647464,8,3.8,212,0.00761
"Awfis",17,"Real Estate","New Delhi",5.85936070647464,16,3.6,212,0.011
"EVIO",20,"Other","Mumbai",8.00636756765025,15,4,212,0.00689
"Veltris",18,"IT Services & Consulting","Other",10.3089526606443,6,3.8,212,0.011
"Zydus Hospira Oncology",21,NA,"Other",5.85936070647464,NA,4.1,211,0.00685
"Sterling Talent Solutions",35,"Internet","Mumbai",6.62073965107352,3,3.8,211,0.00725
"Pha India",16,"Auto Components","Chennai",6.62073965107352,13,4,211,0.00748
"JAY JAY MILLS",109,"Other","Other",6.62073965107352,13,4.2,211,0.00711
"AARGEE STAFFING SERVICES",24,"Other","Chennai",4.83230575857184,16,3.7,211,0.00646
"YES SECURITIES",13,"Other","Mumbai",4.83230575857184,38,3.7,211,0.013
"Kriti Industries",18,"Other","Other",5.85936070647464,35,3.8,211,0.00657
"Annova Solutions",12,"Other","Other",5.85936070647464,8,3.8,211,0.00721
"Safran Engineering Services India",36,"Other","Bangalore / Bengaluru",8.00636756765025,7,3.2,211,0.015
"Tecnotree Convergence",170,"IT Services & Consulting","Bangalore / Bengaluru",5.85936070647464,2,3.1,211,0.016
"EFKON INDIA",18,"IT Services & Consulting","Other",6.62073965107352,22,3.7,211,0.00827
"SRM Technologies Pvt.Ltd",120,"IT Services & Consulting","Chennai",6.62073965107352,10,3.6,211,0.02
"Google Pay",37,"Other","Bangalore / Bengaluru",NA,72,3.8,211,0.012
"Schott Poonawalla",22,"Other","Other",5.85936070647464,13,3.5,211,0.011
"Zuari Agro Chemicals",58,"Other","Other",NA,57,3.8,210,0.00703
"EMCO",64,"Other","Mumbai",6.62073965107352,25,3.6,210,0.00604
"Texas Instruments",19,"Other","Bangalore / Bengaluru",6.62073965107352,8,3.9,210,0.021
"bebo Technologies",63,"IT Services & Consulting","Other",5.85936070647464,7,3.3,210,0.012
"MeritNation",43,"Other","New Delhi",6.62073965107352,20,3.3,210,0.00575
"Bioseed",43,NA,"Other",8.00636756765025,NA,4.1,211,0.0041
"Innoval Digital Solutions",21,"Software Product","Other",8.00636756765025,6,4.6,210,0.0036
"Grazitti Interactive",135,"IT Services & Consulting","Other",8.00636756765025,7,3.2,210,0.018
"The Co-operative Bank",19,"Other","Bangalore / Bengaluru",8.00636756765025,103,3.8,210,0.00742
"Kobelco Construction Equipment India",54,"Industrial Machinery","Chennai",10.3089526606443,32,4.3,210,0.00934
"Neolite Zkw Lightings",67,"Auto Components","Other",8.00636756765025,10,3.8,210,0.00857
"Patton International",48,"Other","Other",8.00636756765025,4,3.7,210,0.0089
"Precision Group",12,"Industrial Machinery","Chennai",5.85936070647464,42,3.5,210,0.015
"Q Way Technologies",33,"Other","Chennai",11.9183905730784,2,3.1,210,0.00995
"Bank Muscat",14,"Other","Mumbai",8.00636756765025,72,4.1,210,0.018
"Pahal Financial Services",14,"Other","Other",5.85936070647464,81,4,210,0.0069
"HAL Offshore",18,"Other","Mumbai",8.00636756765025,27,4.1,210,0.00842
"ION Group",27,"Software Product","Other",5.85936070647464,8,2.9,210,0.015
"Agiliad",35,"Engineering & Construction","Pune",8.00636756765025,5,3.5,209,0.016
"AT&S",NA,"Other","Other",5.85936070647464,29,3.9,209,0.012
"GENWORKS Health",41,"Healthcare","Bangalore / Bengaluru",4.83230575857184,39,3.2,209,0.00716
"Ibis",9,"Other","Mumbai",8.00636756765025,25,4.4,209,0.00604
"Kalyani Maxion Wheels",12,"Auto Components","Pune",8.00636756765025,5,4,209,0.00998
"LinkedIn",57,"Internet","Bangalore / Bengaluru",NA,8,4.2,209,0.021
"MINISO",5,"Other","New Delhi",4.83230575857184,43,3.8,209,0.00756
"CGM ARIA Health Services",74,NA,"Other",4.83230575857184,NA,3.9,209,0.00398
"APM Terminals",11,"Other","Mumbai",4.83230575857184,24,4.4,209,0.0075
"Cordlife Sciences India",18,"Pharma","Other",5.85936070647464,33,3.6,209,0.00586
"Blazeclan Technologies",74,"IT Services & Consulting","Pune",4.83230575857184,7,3.7,209,0.017
"Geetanjali Medical College and Hospital",52,"Healthcare","Other",8.00636756765025,21,4.1,209,0.00665
"BPL Medical Technologies",18,"Other","Bangalore / Bengaluru",5.85936070647464,30,3.7,208,0.00873
"Pure & Cure Healthcare",11,"Pharma","Other",4.83230575857184,11,3.9,208,0.00619
"Tata Housing Development Company",8,"Real Estate","Mumbai",8.00636756765025,22,4.1,208,0.00898
"Impressico Business Solutions",45,"IT Services & Consulting","Other",10.3089526606443,8,4.4,208,0.00932
"Orange Mantra",16,"IT Services & Consulting","Other",6.62073965107352,7,3.7,208,0.011
"Beumer Group",47,"Industrial Machinery","Other",5.85936070647464,19,3.8,208,0.0087
"Kwality Pharmaceuticals",18,"Pharma","Other",5.85936070647464,9,3.8,208,0.00825
"Lenexis Foodworks",29,"Other","Mumbai",6.62073965107352,30,3.6,208,0.00753
"Weikfield Foods",19,"Other","Pune",4.83230575857184,44,3.6,208,0.00753
"AGILE AIRPORT SERVICES",29,"Other","New Delhi",6.62073965107352,34,3.6,208,0.00404
"Square Bpo Services",NA,"Other","Other",NA,5,3.2,208,0.00727
"BridgeLabz Solutions",20,"Other","Mumbai",5.85936070647464,9,3.3,208,0.00512
"Learning Links Foundation",19,"Other","New Delhi",10.3089526606443,40,4.1,208,0.00769
"Mayur Uniquoters",62,"Other","Other",6.62073965107352,12,3.9,208,0.00945
"Credit Saison India",50,"Financial Services","Bangalore / Bengaluru",8.00636756765025,34,3.9,208,0.011
"ASP OL Media",37,"Other","Pune",6.62073965107352,5,4.1,209,0.00312
"Tata CLiQ",22,"Internet","Mumbai",6.62073965107352,9,3.2,208,0.014
"Battery Smart",18,"Auto Components","Other",5.85936070647464,22,3.3,208,0.00741
"SkillVertex",8,"Other","Bangalore / Bengaluru",6.62073965107352,10,3.3,208,0.00286
"U R Rao Satellite Centre",NA,NA,"Other",NA,NA,4.3,208,0.00195
"Mitsui O.S.K. Lines",20,"Other","Mumbai",5.85936070647464,16,4.1,208,0.00768
"InMobi",39,"Other","Bangalore / Bengaluru",8.00636756765025,8,3.3,207,0.018
"Rapid Care Transcription",20,"Other","Chennai",5.85936070647464,3,4.5,207,0.004
"Droom",21,"Internet","Other",8.00636756765025,1,3.3,207,0.011
"HOLITECH INDIA",19,"Other","Other",10.3089526606443,12,4,207,0.00718
"Kalyani Forge",34,"Other","Pune",8.9226582995244,6,3.7,207,0.00702
"Bombay Dyeing",49,"Other","Mumbai",5.85936070647464,22,3.7,207,0.00875
"Fernandez Hospital",32,"Healthcare","Other",11.2252433925184,1,4.3,207,0.00543
"STMicroelectronics",12,"Other","Other",6.62073965107352,7,4,207,0.011
"Garden Silk Mills",55,"Other","Other",5.85936070647464,10,3.5,207,0.00865
"Jagsonpal Pharmaceuticals",53,"Pharma","New Delhi",4.83230575857184,44,3.5,207,0.00604
"Eversana",18,"Pharma","Pune",5.85936070647464,11,3.4,207,0.015
"Albert David",10,"Pharma","Other",4.83230575857184,38,3.5,207,0.00562
"Sun Vacuum Formers",100,"Auto Components","Other",8.9226582995244,9,4,207,0.00782
"Biostadt",66,NA,"Other",8.00636756765025,NA,4.2,207,0.00545
"Lifelong India",34,"Other","Other",8.00636756765025,8,3.9,207,0.00879
"Megafine Pharma",24,"Pharma","Other",NA,10,4.1,207,0.011
"Man Industries",101,"Other","Mumbai",6.62073965107352,15,3.7,207,0.00993
"Grass Roots Research & Creation",25,"Other","New Delhi",6.62073965107352,14,4.7,207,0.00127
"Jagran Prakashan",17,"Other","New Delhi",5.85936070647464,51,3.6,206,0.0087
"TNT Express",33,"Other","Mumbai",4.83230575857184,33,4.2,206,0.00392
"Furlenco",21,"Internet","Bangalore / Bengaluru",5.85936070647464,14,3.5,206,0.011
"Bharathi Cement",NA,"Other","Other",5.85936070647464,33,4,206,0.00683
"Teleone",11,"Internet","New Delhi",8.00636756765025,20,3.4,206,0.00692
"Stratosphere IT Services",18,"Other","Other",6.62073965107352,17,3.2,206,0.013
"Ashok Iron Works",53,NA,"Other",5.85936070647464,NA,3.4,206,0.00832
"IDMC",15,"Industrial Machinery","Other",6.62073965107352,14,3.8,206,0.00844
"Little Millennium",11,"Other","Bangalore / Bengaluru",8.00636756765025,40,3.8,206,0.0062
"Geo Chem Laboratories",28,"Industrial Machinery","Mumbai",4.83230575857184,21,3.9,206,0.00636
"La Renon Healthcare",26,NA,"Other",4.83230575857184,NA,4.1,206,0.00589
"Himedia Laboratories",44,"Other","Mumbai",6.62073965107352,16,3.3,206,0.011
"KPC Projects",40,"Engineering & Construction","Other",8.00636756765025,25,4,207,0.00756
"Synthite Industries",191,"Other","Other",8.00636756765025,17,4.1,206,0.0075
"Cleartrip",30,"Internet","Bangalore / Bengaluru",5.85936070647464,11,3.4,206,0.012
"Pradhan Mantri Kaushal Vikas Yojana",28,"Education & Training","New Delhi",6.62073965107352,91,4,206,0.00364
"Zones Corporate Solutions",16,"IT Services & Consulting","Bangalore / Bengaluru",5.85936070647464,7,3,206,0.011
"Information Services Group",30,"IT Services & Consulting","Bangalore / Bengaluru",4.83230575857184,10,3.9,206,0.015
"Airtel Africa",18,"Other","Other",NA,9,2.8,206,0.00958
"indiagold",32,"Other","Other",5.85936070647464,18,4.3,206,0.00507
"Red FM 93.5",20,"Other","Bangalore / Bengaluru",5.85936070647464,50,3.8,206,0.00764
"HEG",23,"Other","Other",6.62073965107352,11,3.8,207,0.0086
"GLA University",71,"Education & Training","Other",5.85936070647464,12,3.7,206,0.00756
"SLAP",33,"Other","Other",4.83230575857184,15,3.9,207,0.00802
"Ziff Davis Performance Marketing",32,"Other","Pune",6.62073965107352,3,3.6,206,0.00757
"Grb Dairy Foods",47,"Other","Other",5.85936070647464,27,3.7,206,0.00896
"Pie Infocomm",NA,"IT Services & Consulting","Other",4.83230575857184,7,4.5,206,0.00153
"Ananth Technologies",12,"Other","Other",5.85936070647464,11,3.9,205,0.012
"Q3 Technologies",11,"IT Services & Consulting","Other",8.00636756765025,10,3.4,205,0.016
"All India Radio",78,"Other","New Delhi",8.00636756765025,79,4.2,205,0.00591
"Tide - Business Management Platform",44,"Other","Other",6.62073965107352,11,3.8,205,0.011
"Chhatrapati Shivaji International Airport",35,"Real Estate","Mumbai",6.62073965107352,9,3.7,205,0.011
"Armstrong Robotics & Technologies Private Limited",27,"Other","Other",4.83230575857184,13,3.8,205,0.00877
"CallHealth",68,"Healthcare","Other",4.83230575857184,17,3.5,205,0.00778
"King George's Medical University",40,"Education & Training","Other",4.83230575857184,12,4.2,205,0.00563
"S.c Johnson Products",12,"Other","Other",8.00636756765025,53,4.2,205,0.00565
"Prem Henna",78,"Other","Other",8.00636756765025,52,3.4,205,0.00534
"Country Club India",122,"Other","Other",5.85936070647464,27,3.7,205,0.00514
"Dr Mohan's Diabetes Specialities Centre",44,"Healthcare","Chennai",5.85936070647464,36,3.8,205,0.00627
"LetsTransport",88,"Other","Bangalore / Bengaluru",5.85936070647464,27,3.6,205,0.01
"CRB Tech Solution",44,"Other","Pune",6.62073965107352,8,3.6,205,0.00418
"Al Ahleia Switchgear",35,"Industrial Machinery","Chennai",6.62073965107352,12,3.4,205,0.00493
"Muthoot Money",27,"Financial Services","Other",4.83230575857184,69,3.9,205,0.00618
"Algoworks Technologies",9,"IT Services & Consulting","Other",5.85936070647464,4,3.7,205,0.017
"UPS Supply Chain Solutions",20,"Other","Pune",8.00636756765025,15,3.6,205,0.012
"OneCard",19,"Other","Pune",5.85936070647464,10,3.4,205,0.01
"Root Industries",40,"Auto Components","Other",6.62073965107352,17,4.1,205,0.012
"Zivame.com",NA,"Other","Bangalore / Bengaluru",NA,30,3.6,205,0.00994
"Marquardt",NA,"Auto Components","Pune",NA,4,3.6,205,0.013
"VISTRA INTERNATIONAL EXPANSION",10,"Other","Mumbai",4.83230575857184,6,3.4,205,0.011
"Koye Pharmaceuticals",NA,"Pharma","Mumbai",NA,41,3.1,205,0.00597
"Krishnapatnam Port",24,"Other","Other",5.85936070647464,14,3.9,205,0.00717
"Naga",10,"Other","Other",5.85936070647464,21,3.7,205,0.012
"Beri Udyog",153,"Industrial Machinery","Other",8.00636756765025,16,3.9,205,0.00764
"Scyo Decision Services",24,"Other","Chennai",5.85936070647464,2,4.6,205,0.0028
"SpeedLabs",37,"Other","Mumbai",8.9226582995244,15,3.6,204,0.00416
"PrepLadder",89,"Other","Other",5.85936070647464,17,3,204,0.01
"CBSI",33,"Other","Bangalore / Bengaluru",5.85936070647464,14,3.3,204,0.011
"Zamil Air Conditioners",134,"Other","New Delhi",5.85936070647464,22,4,204,0.00503
"Shri Mahavir Ferro Alloys",34,"Other","Other",5.85936070647464,7,3.5,204,0.00691
"Aditya Birla Money",68,NA,"Other",8.00636756765025,NA,4.1,204,0.00711
"Matrix ComSec",45,"Other","Other",8.00636756765025,11,3.5,204,0.013
"Niit Foundation",20,"Education & Training","New Delhi",4.83230575857184,41,3.8,204,0.00623
"Indo Rama Synthetics (i)",25,"Other","Other",5.85936070647464,10,3.4,204,0.00823
"Indo Nissin Foods",15,"Other","Bangalore / Bengaluru",8.00636756765025,35,4.1,204,0.00647
"Fragomen Immigration Services",40,"Other","Other",5.85936070647464,11,3.7,204,0.00915
"Jm Frictech",13,"Industrial Machinery","Chennai",4.83230575857184,9,3.4,204,0.01
"Arrise Bpo Solutions",15,NA,"Other",5.85936070647464,NA,3.5,204,0.00624
"SMS Pharmaceuticals",12,"Pharma","Other",6.62073965107352,5,3.4,204,0.00763
"Unthinkable Solutions",68,"IT Services & Consulting","Other",NA,3,2.8,204,0.014
"Epicor Software Corporation",11,"IT Services & Consulting","Bangalore / Bengaluru",5.85936070647464,4,3.3,204,0.017
"Balasore Alloys",14,"Other","Other",6.62073965107352,14,3.4,204,0.00669
"20Cube Logistics",NA,"Other","Chennai",8.00636756765025,30,3.8,204,0.01
"Orthosquare Dental Clinic",8,"Healthcare","Mumbai",8.00636756765025,26,4.6,204,0.00077
"South Eastern Coalfields",49,"Other","Other",4.83230575857184,27,4.3,204,0.00279
"Emirates Flight Catering",16,"Other","Other",6.62073965107352,12,4.3,204,0.00268
"Shopclues",63,"Internet","Other",8.00636756765025,7,3.4,203,0.011
"Games24x7",127,"Other","Bangalore / Bengaluru",5.85936070647464,4,3.6,203,0.016
"Wanbury",16,"Pharma","Mumbai",4.83230575857184,31,3.4,203,0.00772
"SRR Projects",42,"Engineering & Construction","Other",4.83230575857184,20,3.9,203,0.00681
"Girnar Care",6,"Other","Other",4.83230575857184,16,3.4,203,0.00693
"BetterPlace Safety Solutions",11,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,11,3.5,203,0.013
"Axio",23,"Financial Services","Bangalore / Bengaluru",4.83230575857184,21,3.7,203,0.00822
"Wave Infratech",32,"Real Estate","Other",8.00636756765025,8,3.9,203,0.011
"Airblack",18,"Other","Other",5.85936070647464,6,4,203,0.00231
"Forest Essentials",30,"Other","New Delhi",8.00636756765025,41,4.1,203,0.00733
"Selectsys",22,"Software Product","Other",6.62073965107352,2,3.5,203,0.011
"Matix Fertilisers & Chemicals",23,"Other","Other",6.62073965107352,14,3.7,203,0.00953
"SGB By BrandSafway",9,"Engineering & Construction","Other",NA,31,3.9,203,0.00616
"CP Plus",14,NA,"Other",4.83230575857184,NA,3.8,204,0.00593
"Zifo RnD Solutions",60,"IT Services & Consulting","Chennai",8.00636756765025,2,3.7,204,0.011
"Su-Kam Power Systems",21,"Other","Other",4.83230575857184,44,3.5,203,0.00464
"Aia Engineering",NA,"Industrial Machinery","Other",8.00636756765025,5,4.1,203,0.01
"Scc Infrastructure",43,"Engineering & Construction","Other",NA,32,3.7,203,0.0062
"ZeMoSo Technologies",20,"IT Services & Consulting","Other",5.85936070647464,5,3.5,203,0.00926
"Hippo Homes",28,"Other","New Delhi",8.00636756765025,15,3.3,203,0.0063
"Moople Academy",39,"Education & Training","Other",8.00636756765025,10,4.2,203,0.00122
"GEETANJALI HOMESTATE",27,"Real Estate","Other",4.83230575857184,5,4.1,203,0.00263
"Weatherford",62,"Other","Mumbai",6.62073965107352,21,3.5,202,0.00857
"MKCL",51,"Education & Training","Pune",8.00636756765025,27,3.6,202,0.00989
"Alp Consulting",12,"Other","Bangalore / Bengaluru",4.83230575857184,17,3.6,202,0.011
"Development Consultants",21,"IT Services & Consulting","Other",5.85936070647464,15,3.2,202,0.00551
"Elsamex Maintenance Services",25,"Other","Other",8.00636756765025,43,4.1,202,0.0056
"Absolute Barbecues",66,"Other","Other",8.00636756765025,20,4,202,0.00816
"Hgs Services",16,"Other","Bangalore / Bengaluru",4.83230575857184,20,3.8,202,0.00646
"Sankey Solutions",33,"IT Services & Consulting","Mumbai",5.85936070647464,5,4.1,202,0.00608
"Crimson Interactive",50,"Other","Mumbai",4.83230575857184,4,2.6,202,0.011
"BluSmart",33,"Other","Other",5.85936070647464,8,3.8,202,0.00881
"Rustomjee Group",19,"Real Estate","Mumbai",10.3089526606443,5,3.8,202,0.011
"Skechers",12,"Other","Mumbai",4.83230575857184,53,4.1,203,0.00736
"KisanKraft Machine Tools",31,"Industrial Machinery","Bangalore / Bengaluru",10.3089526606443,20,3.5,202,0.00718
"Ganit Inc",34,"IT Services & Consulting","Chennai",6.62073965107352,7,3.7,202,0.00677
"International Certification Services",105,"Other","Mumbai",8.00636756765025,34,3.2,202,0.00765
"VisionTek",17,"Other","Other",8.00636756765025,28,3.7,202,0.00804
"Sri Gopikrishna Infrastructure",16,"Engineering & Construction","Other",6.62073965107352,42,3.8,202,0.0053
"CPM International",19,"Other","New Delhi",6.62073965107352,47,3.9,202,0.00429
"Innovalance Learning Systems",66,"Other","New Delhi",8.00636756765025,10,3.3,202,0.00333
"TLC DigiTech Private Limited",25,"Other","New Delhi",8.00636756765025,22,3,202,0.00764
"DigiCall Teleservices",56,"Other","Other",6.62073965107352,13,4,202,0.00328
"COWI",15,"Engineering & Construction","Other",8.00636756765025,4,4,201,0.00614
"Mazars",14,"Other","Other",4.83230575857184,14,3,201,0.014
"Chitkara University",9,NA,"Other",4.83230575857184,NA,4,201,0.00675
"Infosearch BPO Services",33,NA,"Other",6.62073965107352,NA,4.2,201,0.00462
"HIVELOOP LOGISTICS",20,NA,"Other",4.83230575857184,NA,4.1,201,0.00413
"Andhra Paper",7,"Other","Other",6.62073965107352,14,3.8,201,0.00984
"Career Launcher",39,"Education & Training","New Delhi",4.83230575857184,42,3.6,201,0.00964
"SIAC SKH India Cabs Manufacturing",NA,"Industrial Machinery","Other",8.00636756765025,9,3.8,201,0.00729
"Sarda Energy & Minerals",18,"Other","Other",6.62073965107352,9,4.1,202,0.00769
"RSH Global",58,"Other","Other",6.62073965107352,47,4.1,201,0.00684
"Kanoria Chemicals & Industries",38,"Other","Other",6.62073965107352,14,3.8,201,0.0084
"Praxair",13,"Other","Bangalore / Bengaluru",6.62073965107352,28,4.1,201,0.00662
"Brainium Information Technologies",25,"IT Services & Consulting","Other",4.83230575857184,1,3.9,201,0.00509
"Vinove Software & Services",42,"IT Services & Consulting","Other",5.85936070647464,4,2.9,201,0.00737
"Bharat Institutions",12,"Education & Training","Other",4.83230575857184,7,3.6,201,0.00175
"Anglo-Eastern Ship Management",18,"Other","Mumbai",6.62073965107352,14,4,201,0.0054
"AISATS",21,"Other","New Delhi",5.85936070647464,10,3.4,201,0.00392
"Zeelab Pharmacy",NA,"Pharma","New Delhi",8.9226582995244,21,3.8,201,0.00535
"Qi Spine Clinic",8,"Healthcare","Mumbai",4.83230575857184,13,3.1,201,0.00458
"Upstox",22,"Other","Mumbai",8.00636756765025,19,3.5,201,0.014
"Prologic Web Solutions",22,"IT Services & Consulting","Other",6.62073965107352,20,4,201,0.00382
"Vidya Mandir Classes",132,"Other","New Delhi",5.85936070647464,38,3.7,201,0.00841
"City Montessori School",13,"Education & Training","Other",6.62073965107352,6,3.6,201,0.0068
"Numerator",19,NA,"Other",5.85936070647464,NA,3.9,201,0.011
"Lubi Industries Llp",17,"Industrial Machinery","Other",6.62073965107352,34,4.2,201,0.00897
"Colourtex",33,"Other","Other",5.85936070647464,12,3.7,201,0.0093
"Fortis Memorial Research Institute",29,"Other","Other",4.83230575857184,7,3.9,201,0.00772
"Turito",18,"Other","Other",4.83230575857184,7,3,201,0.00825
