"","YEARS.OLD","INDUSTRY","INDIA.HQ","TOTAL_EMPLOYEES","BRANCHES","RATING","REVIEWS","PACKAGE"
"Ujala Cygnus",149,"Healthcare","New Delhi",8.00636756765025,28,3.6,228,0.00513
"Diamond Beverages",23,"Other","Other",5.85936070647464,5,3.2,228,0.00744
"Sai Service",40,"Other","Mumbai",8.9226582995244,30,3.7,228,0.011
"Galpha Laboratories",5,"Pharma","Other",8.00636756765025,27,3.7,228,0.00726
"Azad Engineering",75,"Engineering & Construction","Other",6.62073965107352,11,3.7,228,0.011
"Chennai Petroleum Corporation",10,"Other","Chennai",6.62073965107352,11,4.5,227,0.0099
"Kamineni Hospitals",83,"Healthcare","Other",8.00636756765025,8,4,228,0.00737
"Essel Mining & Industries",27,"Other","Other",6.62073965107352,22,4.3,227,0.00675
"Scania",24,"Auto Components","Bangalore / Bengaluru",5.85936070647464,22,3.8,227,0.00567
"Business for Social Responsibility",27,NA,"Other",5.85936070647464,NA,3.1,227,0.00508
"Sears Holdings",25,"Other","Pune",8.00636756765025,9,2.8,227,0.015
"Wheels Emi",20,"Auto Components","Pune",8.00636756765025,53,3.7,227,0.00825
"Madras Engineering Industries",35,"Auto Components","Chennai",5.85936070647464,13,3.8,227,0.011
"Income Tax Department India",17,"Other","New Delhi",6.62073965107352,80,4.3,227,0.00978
"Allen Solly",27,"Other","Bangalore / Bengaluru",6.62073965107352,69,3.9,227,0.00503
"Meghmani Industries",57,"Other","Other",4.83230575857184,19,3.4,227,0.011
"Shri Bajrang Power & Ispat",NA,"Other","Other",NA,14,3.8,227,0.00942
"Advance India Projects",45,"Real Estate","Other",6.62073965107352,10,3.8,227,0.00905
"Atibir Industries",52,"Other","Other",6.62073965107352,15,3.4,227,0.00592
"Profectus Capital",55,"Financial Services","Mumbai",6.62073965107352,32,4,227,0.0089
"Magnasoft Consulting India",47,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,9,3.4,227,0.0091
"Reecomps Teleservices",NA,"Other","Mumbai",NA,48,3.7,227,0.0064
"KEKA TECHNOLOGIES",NA,"Software Product","Other",5.85936070647464,6,3.2,227,0.016
"MamaEarth",25,"Other","Other",5.85936070647464,40,3.7,227,0.012
"National Insurance Company",144,"Other","Other",NA,76,4.4,226,0.00552
"MosChip Technologies",30,"Other","Other",8.00636756765025,5,3.7,226,0.01
"FarEye",22,NA,"Other",8.00636756765025,NA,3.2,226,0.016
"C. L. GUPTA EXPORTS",12,"Other","Other",5.85936070647464,7,4.3,226,0.00801
"Verifacts Services",22,"Other","Bangalore / Bengaluru",4.83230575857184,10,3.5,226,0.00719
"Expertrons",33,"Education & Training","Mumbai",5.85936070647464,7,3.4,226,0.00601
"Epigral",9,NA,"Other",6.62073965107352,NA,4.1,227,0.013
"Amity Software Limited",54,"Other","Other",8.00636756765025,6,4.1,226,0.00723
"ICICI Merchant Service",21,"Other","Mumbai",6.62073965107352,53,3.6,226,0.00629
"Asian Heart Institute",24,"Healthcare","Mumbai",8.00636756765025,5,4,226,0.00422
"Dataflow Group",19,"IT Services & Consulting","Other",8.00636756765025,8,3,226,0.01
"Simar Infrastructures",34,"Engineering & Construction","Other",4.83230575857184,48,3.9,226,0.00769
"Rishabh Software",40,"IT Services & Consulting","Other",6.62073965107352,12,3.7,225,0.016
"Trivitron Healthcare",71,"Other","Chennai",8.00636756765025,17,3.4,225,0.011
"Naprod Life Sciences",52,"Pharma","Mumbai",6.62073965107352,8,3.6,225,0.01
"S Chand Group",41,"Other","New Delhi",4.83230575857184,32,4.2,225,0.00828
"Chai Point",11,"Internet","Bangalore / Bengaluru",NA,16,3.8,225,0.012
"Evolve Technologies & Services",16,"Other","Pune",6.62073965107352,42,3.9,225,0.00893
"Indo German Tool Room",9,"Other","Other",6.62073965107352,18,4.1,225,0.00525
"StudyIn",NA,"Other","New Delhi",NA,21,4,225,0.00644
"Medgenome Labs",54,"Other","Bangalore / Bengaluru",8.00636756765025,20,3.8,225,0.00957
"RG Stone Urology & Laparoscopy Hospital",21,"Healthcare","New Delhi",6.62073965107352,14,4,225,0.00673
"Botree Software International",65,"Software Product","Chennai",8.00636756765025,16,3.6,225,0.015
"Smith+Nephew",22,"Other","Pune",6.62073965107352,17,4.1,225,0.014
"Hindustan Pencils",20,"Other","Mumbai",4.83230575857184,57,4.1,225,0.00652
"Essel Group",14,"Other","Mumbai",8.9226582995244,37,4.1,225,0.01
"Vakilsearch",9,"Other","Chennai",6.62073965107352,12,3.2,225,0.011
"Futurense Technologies",NA,"Other","Bangalore / Bengaluru",NA,9,3.3,225,0.00718
"Kanpur Plastipack",13,"Other","Other",4.83230575857184,5,3.6,225,0.00745
"Nuance Communications",15,"Software Product","Pune",4.83230575857184,14,4.2,225,0.014
"Sterling Hospitals",8,"Healthcare","Other",8.00636756765025,15,4,225,0.00753
"Tatvasoft",154,"IT Services & Consulting","Other",6.62073965107352,5,3.5,224,0.015
"Reliance Money",NA,"Financial Services","Mumbai",NA,52,4.2,224,0.00826
"VISA Steel",94,"Other","Other",8.00636756765025,15,3.4,224,0.00798
"ExpertCallers",24,"Other","Bangalore / Bengaluru",6.62073965107352,8,3.7,224,0.0081
"Shalimar Corp",16,"Real Estate","Other",6.62073965107352,12,4.3,224,0.008
"Jindal India Thermal Power",39,"Other","Other",8.00636756765025,17,3.8,224,0.0093
"Bazar India",33,"Other","Other",8.00636756765025,56,3.7,224,0.00463
"Deen Dayal Upadhyaya Grameen Kaushalya Yojana",55,"Other","Other",6.62073965107352,100,3.9,224,0.00465
"Zamil Steel Buildings India",113,"Engineering & Construction","Pune",8.9226582995244,21,4,224,0.011
"SevenMentor",22,"Education & Training","Pune",8.00636756765025,3,4.4,224,0.00419
"PIX Transmissions",44,"Other","Other",4.83230575857184,11,3.9,224,0.0085
"Rasna",17,"Other","Other",5.85936070647464,53,3.4,224,0.0055
"ACN Health care",20,"Other","Bangalore / Bengaluru",8.00636756765025,5,3.6,224,0.00886
"Jeena Sikho Lifecare",91,"Pharma","Other",8.00636756765025,44,4.1,224,0.00593
"Rossell Techsys",39,"Other","Bangalore / Bengaluru",8.9226582995244,4,4.2,224,0.012
"Shiva Pharmachem",63,"Other","Other",5.85936070647464,12,3.8,224,0.011
"Data Marshall",95,"Other","Other",6.62073965107352,4,3.3,224,0.011
"Kovai Medical Center and Hospital",NA,"Healthcare","Other",8.00636756765025,11,4.2,224,0.00866
"Vaidik Eduservices",22,"Other","Other",8.00636756765025,14,3.1,224,0.00455
"Lucy Electric",NA,"Other","Other",NA,14,3.9,224,0.011
"Starmark Software",12,"IT Services & Consulting","Bangalore / Bengaluru",4.83230575857184,3,3.4,223,0.015
"Affluent Global Services",171,"IT Services & Consulting","Other",5.85936070647464,13,3.1,223,0.012
"Rolta India",NA,"IT Services & Consulting","Mumbai",5.85936070647464,12,3,223,0.00884
"Aegon Life Insurance",NA,"Other","Mumbai",4.83230575857184,34,3.9,223,0.00842
"Jaipur National University",38,"Education & Training","Other",8.00636756765025,8,3.3,223,0.00544
"Miraj Cinemas",34,"Other","Mumbai",6.62073965107352,49,3.7,224,0.00513
"ADARSH DEVELOPERS",21,"Real Estate","Bangalore / Bengaluru",5.85936070647464,4,4.3,224,0.00679
"Intuit",17,"IT Services & Consulting","Bangalore / Bengaluru",8.00636756765025,13,3.3,223,0.025
"Neon Laboratories",57,"Pharma","Mumbai",6.62073965107352,37,4.1,223,0.011
"Piramal Realty",14,"Real Estate","Mumbai",6.62073965107352,9,4.1,223,0.011
"Rittal",14,"Industrial Machinery","Bangalore / Bengaluru",6.62073965107352,19,3.9,223,0.01
"Dynamatic Technologies",82,"Auto Components","Bangalore / Bengaluru",5.85936070647464,9,4,223,0.012
"CohnReznick",69,"Other","Chennai",5.85936070647464,4,3.8,223,0.015
"St. John's Medical College Hospital",27,"Healthcare","Bangalore / Bengaluru",4.83230575857184,11,4.2,223,0.00636
"Ivy Hospital",44,"Healthcare","Other",8.00636756765025,12,3.6,223,0.00736
"NBCC",21,"Real Estate","New Delhi",6.62073965107352,31,4.1,223,0.00742
"FEV",29,"Auto Components","Pune",8.00636756765025,7,3.4,223,0.015
"Filatex India",25,"Other","Other",5.85936070647464,14,3.8,223,0.011
"Calderys India Refractories",16,"Other","Other",5.85936070647464,18,4,223,0.00919
"RGBSI",46,"Software Product","Bangalore / Bengaluru",4.83230575857184,9,3.2,223,0.014
"Parle Elizabeth Tools",26,"Industrial Machinery","Other",5.85936070647464,10,3.9,223,0.0099
"Sigachi Industries",50,"Pharma","Other",6.62073965107352,15,3.6,223,0.011
"JM FINANCIAL HOME LOANS",34,NA,"Other",8.00636756765025,NA,4.1,223,0.00572
"Utkarsh Classes",30,"Other","Other",6.62073965107352,6,4.3,223,0.00279
"Box8",52,"Other","Bangalore / Bengaluru",8.00636756765025,18,3.4,222,0.00841
"Capillary Technologies",42,"Software Product","Bangalore / Bengaluru",6.62073965107352,6,3.4,222,0.018
"Chandan Steel",184,"Other","Other",5.85936070647464,16,3.4,222,0.01
"Barmalt Malting",64,"Other","Other",5.85936070647464,14,3.9,222,0.00873
"Meneta Automotive Components",61,"Auto Components","Other",4.83230575857184,7,3.7,222,0.00869
"Steel Infra Solutions",NA,NA,"Other",6.62073965107352,NA,3.7,223,0.00837
"Texas Review",NA,"Education & Training","Other",6.62073965107352,12,4.3,222,0.00551
"Ichhapurti.com",41,"Software Product","Other",8.00636756765025,27,2.3,222,0.00669
"Innoplexus",27,"IT Services & Consulting","Pune",6.62073965107352,1,4,222,0.00599
"Fortune Park Hotels",21,"Other","Other",6.62073965107352,47,4.2,222,0.00583
"Religare Finvest",28,"Financial Services","New Delhi",6.62073965107352,34,4.3,222,0.0052
"IIMI Image Management Private Limited",9,"Other","Other",6.62073965107352,4,3.4,222,0.00532
"Microchip Technology",12,"Other","Bangalore / Bengaluru",5.85936070647464,6,3.7,223,0.018
"Bombay Stock Exchange",15,"Financial Services","Mumbai",5.85936070647464,13,3.7,222,0.015
"Flash Viven Machining Technologies",NA,"Auto Components","Pune",10.3089526606443,2,3.6,222,0.012
"Regalo Kitchens",19,"Other","New Delhi",4.83230575857184,11,3.9,222,0.00476
"Agappe Diagnostics",39,"Other","Other",8.00636756765025,34,3.9,222,0.00696
"Goodluck",22,"Other","Other",5.85936070647464,22,3.9,222,0.00828
"Milk Mantra Dairy",42,"Other","Other",6.62073965107352,24,3.6,222,0.00782
"Cardinal Health",27,"Pharma","Bangalore / Bengaluru",10.3089526606443,9,4,222,0.011
"Pearl Global Industries",8,"Other","Other",NA,10,3.7,222,0.00993
"SunMax Auto Engineering",NA,"Auto Components","Other",NA,11,3.6,222,0.00639
"Health Insurance TPA of India",43,"Other","Other",8.00636756765025,22,3.9,222,0.00858
"OASYS Cybernetics",13,"IT Services & Consulting","Chennai",4.83230575857184,27,3.3,222,0.013
"M.J Global",55,"Other","Other",8.00636756765025,10,4.2,222,0.00281
"Government of West Bengal",112,"Other","Other",10.3089526606443,36,3.4,221,0.00818
"Nagata India",25,"Other","Other",5.85936070647464,14,3.9,221,0.00866
"SpanIdea",32,"IT Services & Consulting","Bangalore / Bengaluru",8.00636756765025,10,3.6,221,0.015
"INFOSEC VENTURES",31,NA,"Other",6.62073965107352,NA,3.2,221,0.00398
"MT Educare",42,"Other","Mumbai",6.62073965107352,25,3.2,221,0.00711
"The New India Assurance Co.",NA,"Other","Mumbai",4.83230575857184,77,4.5,221,0.00606
"LUX Industries",78,"Other","Other",8.00636756765025,29,3.7,221,0.00933
"Excelra Knowledge Solutions",19,"IT Services & Consulting","Other",4.83230575857184,7,3.6,221,0.01
"KhataBook",39,"Other","Bangalore / Bengaluru",8.00636756765025,25,3.5,221,0.011
"ITW India",8,"Industrial Machinery","Pune",NA,18,3.9,221,0.011
"Pharmaceutical job",66,"Pharma","Mumbai",8.9226582995244,63,4.2,221,0.02
"Massmutual Global Business Services",NA,"IT Services & Consulting","Other",NA,2,3.9,221,0.014
"Born Group",43,"Other","Chennai",8.00636756765025,11,3.5,220,0.016
"Triveni Turbines",20,"Other","Bangalore / Bengaluru",6.62073965107352,16,3.5,220,0.013
"Autometers Alliance",NA,"Other","Other",NA,14,4.4,220,0.00926
"New Allenberry Works",9,"Other","Other",6.62073965107352,10,3.3,220,0.00847
"Sand Martin Consultants",16,"Other","New Delhi",5.85936070647464,9,3,220,0.00821
"Hicare Services",31,"Other","Mumbai",8.00636756765025,24,3.9,220,0.00855
"Vistra Corporate Services",94,"Other","Mumbai",5.85936070647464,11,3.7,220,0.013
"Zaalima Development",52,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,7,4.3,220,7e-05
"KTL Automobile",41,"Other","Other",5.85936070647464,65,4,220,0.00979
"Sika",61,"Other","Mumbai",5.85936070647464,36,3.8,221,0.00864
"GlobusSoft",62,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,6,3.8,220,0.00738
"Mantri Developers",17,"Real Estate","Bangalore / Bengaluru",6.62073965107352,6,3.4,220,0.00906
"Formidium Corp",80,"Financial Services","Other",NA,5,3.2,220,0.011
"Azim Premji Foundation",21,"Other","Bangalore / Bengaluru",5.85936070647464,47,3.8,220,0.00689
"CLR Facility Services",19,"Other","Pune",8.00636756765025,39,3.7,220,0.00766
"Dyson",25,"Other","Other",6.62073965107352,26,3.7,220,0.01
"Riddhi Corporate Services",28,"IT Services & Consulting","Other",8.00636756765025,51,3.9,220,0.00698
"Apollo 247",52,"Healthcare","Other",6.62073965107352,17,3.5,220,0.015
"PERSOLKELLY",61,"Other","Bangalore / Bengaluru",5.85936070647464,38,3.4,220,0.00919
"Olam",17,"Other","Chennai",6.62073965107352,29,3.6,219,0.023
"Gold's Gym",62,"Other","Mumbai",6.62073965107352,49,4,219,0.00636
"Ivy Mobility Solutions",168,"Software Product","Chennai",8.00636756765025,11,2.9,219,0.017
"Globus Stores",14,"Other","Mumbai",5.85936070647464,32,3.7,219,0.00607
"Orchid Chemicals & Pharmaceuticals",29,"Pharma","Chennai",8.9226582995244,24,4.1,219,0.00522
"Ginger Hotels",64,"Other","Mumbai",5.85936070647464,40,3.9,219,0.00713
"Central Tool Room & Training Centre",NA,"Industrial Machinery","Other",NA,15,4.1,219,0.00596
"Galva Decoparts",20,"Other","Other",6.62073965107352,15,3.6,219,0.0099
"Cyrix Health Care",19,"Other","Other",8.00636756765025,37,4.3,219,0.00409
"Agilysys Technologies India",NA,"Software Product","Chennai",4.83230575857184,3,3.3,220,0.023
"Lentra AI",28,"Financial Services","Pune",4.83230575857184,5,2.8,219,0.019
"Pacific Cyber Technology",105,"Other","Other",5.85936070647464,8,3.5,220,0.0081
"Hartek Group",11,"Engineering & Construction","Other",4.83230575857184,25,3.8,219,0.00669
"Archwell Operations",12,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,7,3.5,219,0.013
"Crest Data Systems",16,"IT Services & Consulting","Other",5.85936070647464,2,3.7,219,0.017
"Sanoh",30,"Auto Components","Other",4.83230575857184,16,4.1,219,0.00855
"Emirates Airlines",21,"Other","Mumbai",6.62073965107352,16,3.9,219,0.00853
"Essae Digitronics",60,"Other","Bangalore / Bengaluru",6.62073965107352,34,4.1,219,0.00775
"Toyotetsu India Auto Parts",40,"Auto Components","Bangalore / Bengaluru",6.62073965107352,9,3.9,219,0.00736
"Covalent Laboratories",9,"Pharma","Other",5.85936070647464,6,3,220,0.00944
"Successive Technologies",31,"IT Services & Consulting","Other",4.83230575857184,5,4,219,0.019
"Ambica Steels",NA,"Other","New Delhi",NA,13,3.8,219,0.00803
"QualiZeal",20,"IT Services & Consulting","Other",10.3089526606443,3,4.1,219,0.00493
"Red Bull",NA,"Other","Mumbai",5.85936070647464,45,4.1,218,0.00732
"SUGAR Cosmetics",119,"Internet","Mumbai",5.85936070647464,47,3.8,218,0.00926
"Pittie Group",43,"Real Estate","Mumbai",4.83230575857184,36,2.9,218,0.00913
"Yaantra",15,"Internet","New Delhi",6.62073965107352,23,3.6,218,0.00544
"Om Innovation Call Services",48,"Other","New Delhi",8.00636756765025,12,3.6,218,0.00747
"Arkray Healthcare",23,"Healthcare","Other",6.62073965107352,36,3.8,218,0.00771
"B4S Solutions",75,"Other","Pune",8.00636756765025,48,4.1,218,0.00642
"Travelex",15,"Financial Services","Mumbai",4.83230575857184,8,3.4,218,0.014
"BillDesk",17,"Other","Mumbai",8.00636756765025,15,3.2,218,0.013
"SolarSquare Energy",30,NA,"Other",4.83230575857184,NA,3.3,218,0.0085
"Ratna Sagar",31,"Other","New Delhi",5.85936070647464,27,3.9,218,0.00704
"Z1 Tech",51,"Other","Other",6.62073965107352,3,4.2,218,0.00369
"PMEA Solar Tech Solutions",140,NA,"Other",6.62073965107352,NA,3.9,218,0.00949
"RASI SEEDS",8,"Other","Other",6.62073965107352,68,4,218,0.00696
"ONLEI Technologies",3,NA,"Other",6.62073965107352,NA,4.8,217,0.00019
"Maral Overseas",28,"Other","Other",5.85936070647464,12,3.7,217,0.0081
"Rays Power Infra",9,"Other","Other",5.85936070647464,31,4,217,0.00614
"Apollo Pipes",8,"Other","Other",6.62073965107352,32,3.9,217,0.00817
"Neudesic Technologies",32,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,4,3.9,217,0.02
"Paradise Food Court",32,"Other","Other",5.85936070647464,14,3.8,217,0.00833
"Advantum Health",28,"Healthcare","Other",8.00636756765025,4,3,217,0.008
"Ensure Support Services",12,"IT Services & Consulting","Chennai",6.62073965107352,46,4.3,217,0.00684
"Webtel Electrosoft",16,"IT Services & Consulting","New Delhi",5.85936070647464,12,3.7,217,0.00994
"Hero Vired",11,"Education & Training","New Delhi",6.62073965107352,7,4.2,217,0.00485
"Linfox Logistics",NA,"Other","Chennai",NA,33,4.1,219,0.0063
"Radio Mirchi",24,"Other","Mumbai",5.85936070647464,46,3.4,217,0.01
"AbbVie Inc.",16,"Pharma","Bangalore / Bengaluru",6.62073965107352,31,3.7,217,0.00913
"Flyhomes",21,"Internet","Other",5.85936070647464,9,4.3,217,0.00351
"Elevate Services",17,"Software Product","Other",6.62073965107352,6,3.2,217,0.011
"Hyva",65,"Other","Pune",5.85936070647464,14,3.8,217,0.00972
"Informatica Business Solutions",22,"Software Product","Bangalore / Bengaluru",8.00636756765025,3,3.8,217,0.019
"Narmada Bio Chem",10,"Other","Other",5.85936070647464,11,4.8,217,0.00252
"Sami-Sabinsa Group",44,"Pharma","Bangalore / Bengaluru",6.62073965107352,8,3.1,216,0.011
"Charak Pharma",29,"Healthcare","Mumbai",8.00636756765025,40,3.6,216,0.00733
"Mayfair Hotels & Resorts",43,"Other","Other",10.3089526606443,16,4.2,217,0.00778
"Honasa Consumer",NA,"Other","Other",NA,38,3.7,216,0.00758
"TRF",23,"Auto Components","Other",NA,18,3.7,216,0.00881
"Jitm Skills",27,"Education & Training","New Delhi",NA,50,3.4,216,0.00612
"Med Manor Organics",10,"Pharma","Other",5.85936070647464,41,3.5,216,0.00633
"HMSHost",17,"Other","Bangalore / Bengaluru",5.85936070647464,11,3.6,216,0.00571
"Army Ordnance Corps",62,"Other","New Delhi",8.00636756765025,61,4.7,216,0.00465
"Accentuate Business Solutions",38,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,16,3.4,216,0.021
"State Street Global Advisors",28,NA,"Other",5.85936070647464,NA,3.7,216,0.022
"Biotique",14,"Other","Other",4.83230575857184,33,3.4,216,0.00697
"Prompt Personnel",46,"Other","Mumbai",5.85936070647464,32,3.9,216,0.00734
"360 Degree Cloud Technologies",18,"IT Services & Consulting","Other",5.85936070647464,11,3.4,216,0.014
"Kaveri Seed Company",12,NA,"Other",6.62073965107352,NA,4,216,0.00676
"Dish Infra Services",NA,"Other","New Delhi",NA,77,3.2,216,0.00552
"Shorthills AI",34,"Other","Other",6.62073965107352,3,4.2,216,0.00447
"Vserve Ebusiness Solutions",15,"IT Services & Consulting","Other",5.85936070647464,9,4.1,216,0.0064
"Petrofac Engineering India",14,"Other","Mumbai",NA,12,4.4,216,0.01
"Net Access India",66,"IT Services & Consulting","Chennai",8.9226582995244,29,3.8,216,0.011
"Bekaert Industries",44,"Other","Pune",4.83230575857184,7,4,217,0.0093
"Harita Techserv",22,"Other","Bangalore / Bengaluru",5.85936070647464,11,3.3,216,0.011
"Cognizant Solutions Corp",20,"IT Services & Consulting","Other",NA,15,3.9,216,0.012
"Sila Solutions",45,"Other","Mumbai",5.85936070647464,20,3.8,217,0.00724
"Sanjay Ghodawat International School, Kolhapur",26,"Education & Training","Other",6.62073965107352,12,3.9,216,0.00419
"Ritu Kumar",18,"Other","Other",NA,34,4.1,216,0.00814
"Yatharth Hospital",56,NA,"Other",4.83230575857184,NA,3.8,216,0.00855
"Hinduja Group",9,"Other","Chennai",4.83230575857184,56,3.7,216,0.016
"Interocean Group",37,"Other","New Delhi",8.00636756765025,18,4.4,216,0.00253
"JWIL",NA,"Other","New Delhi",NA,35,4.2,215,0.0085
"Coffee Day",NA,"Other","Bangalore / Bengaluru",NA,33,3.1,215,0.01
"Galaxy Weblinks",24,"IT Services & Consulting","Other",6.62073965107352,9,3.8,215,0.00866
"Nuberg Engineering",27,"Industrial Machinery","Other",4.83230575857184,15,3.7,215,0.00968
"Sears IT & Management Services India",20,"IT Services & Consulting","Pune",4.83230575857184,3,3,215,0.013
"AABSyS IT",NA,"IT Services & Consulting","Other",5.85936070647464,7,3.5,215,0.00915
"Gem Engserv",32,"Engineering & Construction","Mumbai",5.85936070647464,21,4,215,0.00842
"La-Gajjar Machineries",NA,"Other","Other",5.85936070647464,30,4.2,215,0.00675
"Preethi Kitchen Appliances",38,"Other","Chennai",8.00636756765025,46,4.1,215,0.00659
"Prime Focus",25,"Other","Mumbai",6.62073965107352,11,3.8,215,0.00628
"XenonStack",32,"Other","Other",5.85936070647464,10,3.3,215,0.00487
"KFA Consultant",180,NA,"Other",5.85936070647464,NA,1.3,215,5e-05
"TP Western Odisha Distribution",28,NA,"Other",NA,NA,3.5,215,0.00729
"Tirupati Group",14,"Pharma","Other",5.85936070647464,20,4.2,215,0.00988
"Kisna Diamonds - HK Jewels",40,"Other","Mumbai",8.9226582995244,46,3.6,215,0.00463
"Aachi Foods",16,"Other","Chennai",6.62073965107352,31,3.9,215,0.00886
"Marine Electricals",15,"Other","Mumbai",5.85936070647464,21,3.7,215,0.011
"Terrier Security Services",32,"Other","Bangalore / Bengaluru",6.62073965107352,36,4,216,0.00618
"Balaji Enterprises",30,"Real Estate","New Delhi",5.85936070647464,71,4.4,215,0.013
"Parason Machinery",83,"Industrial Machinery","Other",8.00636756765025,9,3.4,215,0.011
"Godawari Power & Ispat",21,"Other","Other",NA,12,4.2,215,0.00766
"UBI Services",33,NA,"Other",6.62073965107352,NA,3.6,215,0.0056
"Interarch Building Product",46,"Engineering & Construction","Other",NA,27,3.9,215,0.0099
"Vialto Partners",20,"Other","Bangalore / Bengaluru",5.85936070647464,8,2.9,215,0.012
"SRM Institute of Science and Technology",32,"Education & Training","Chennai",5.85936070647464,16,3.7,216,0.013
"WorkIndia",21,"IT Services & Consulting","Bangalore / Bengaluru",5.85936070647464,16,3.1,216,0.013
"The BIM Engineers",92,"Engineering & Construction","Other",10.3089526606443,12,4.3,215,0.0093
"NCL BUILDTEK",40,"Other","Other",8.9226582995244,36,3.7,215,0.00803
"Perfios Software Solutions",17,"Other","Bangalore / Bengaluru",6.62073965107352,4,3.5,214,0.022
"Teerthanker Mahaveer University",21,"Education & Training","Other",NA,13,3.3,214,0.00635
"Corecard Software",140,"Other","Other",4.83230575857184,7,3.8,214,0.013
"Verifone",12,"Other","Bangalore / Bengaluru",5.85936070647464,6,3.2,214,0.016
"Nielsen Sports",27,"Other","Bangalore / Bengaluru",5.85936070647464,8,3.8,214,0.00894
"Turner Construction",10,"Engineering & Construction","Mumbai",5.85936070647464,16,4,215,0.00758
"Radnik Exports",19,"Other","Other",8.00636756765025,6,3.9,214,0.00756
"Mehin",36,"Software Product","Mumbai",5.85936070647464,67,3.8,214,0.00551
"Shangri-la Hotels & Resorts",37,"Other","New Delhi",6.62073965107352,22,4.2,214,0.00519
"Software AG",42,"Software Product","Bangalore / Bengaluru",8.00636756765025,15,4.2,214,0.016
"Pontika Aerotech",29,"Pharma","Other",6.62073965107352,9,3.6,214,0.00735
"Sugam Parivahan",82,"Other","Other",5.85936070647464,40,4.2,214,0.00667
"JPM Group",39,"Industrial Machinery","Other",5.85936070647464,22,3.9,214,0.01
"Bull Machines",40,"Engineering & Construction","Other",6.62073965107352,31,3.9,215,0.00996
"Futurz Staffing Solutions",76,"Other","Mumbai",8.00636756765025,45,3.7,214,0.0077
"Fusion",63,"IT Services & Consulting","Other",4.83230575857184,32,3.1,214,0.0084
"Flexituff Ventures International",19,"Other","Other",5.85936070647464,15,3.3,213,0.00797
"iD Fresh Food",24,"Other","Bangalore / Bengaluru",8.9226582995244,30,4.3,213,0.00621
"Nova IVI Fertility",NA,"Healthcare","Bangalore / Bengaluru",5.85936070647464,43,3.7,213,0.00621
"United India Insurance Company",NA,"Other","Chennai",10.3089526606443,79,4.5,213,0.00579
"National Small Industries Corporation",33,"Other","New Delhi",8.00636756765025,34,4,213,0.00545
"Greenway Health",57,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,4,2.9,213,0.012
"Augtech Nextwealth",19,NA,"Other",6.62073965107352,NA,3.8,213,0.00372
"NKC Projects",65,"Engineering & Construction","Other",8.00636756765025,25,3.9,213,0.00953
"Faiveley Transport",25,"Other","Other",8.00636756765025,25,3.9,213,0.00788
"Premier Indoplast",20,NA,"Other",5.85936070647464,NA,3.9,213,0.00656
"Umedica Laboratories",59,"Pharma","Other",10.3089526606443,10,3.6,213,0.011
"Dhandhania Infotech",NA,"IT Services & Consulting","Other",10.3089526606443,4,3.3,213,0.00988
"Pinnacle Industries",22,"Auto Components","Other",5.85936070647464,11,3.8,213,0.01
"Ritz-Carlton",118,"Other","Bangalore / Bengaluru",8.00636756765025,16,4.2,214,0.00545
"Coastal Marine Construction & Engineering",24,"Engineering & Construction","Mumbai",4.83230575857184,25,4.1,213,0.00774
"ICPA Health Products",12,"Healthcare","Mumbai",4.83230575857184,34,3.5,213,0.00648
"Renata Precision Components",72,"Industrial Machinery","Pune",5.85936070647464,10,3.7,213,0.011
"Antara Senior Care",16,NA,"Other",4.83230575857184,NA,3.3,213,0.00836
"Collman Services",30,"Other","Chennai",8.00636756765025,22,3.8,213,0.00706
"Appsierra",8,"IT Services & Consulting","Other",5.85936070647464,16,4.3,213,0.00265
"Omprime Technology Private Limited",4,"IT Services & Consulting","Other",4.83230575857184,6,3.9,213,0.00262
"WEG",NA,"Other","Other",5.85936070647464,8,4,212,0.011
"Ceragon Networks",91,"Other","New Delhi",8.00636756765025,29,3.8,212,0.00792
"BeatO",20,"Other","New Delhi",6.62073965107352,7,3.4,212,0.00579
"Brij Gopal Construction Company",NA,"Engineering & Construction","New Delhi",8.00636756765025,33,3.9,212,0.00735
"Resonance Eduventures",25,"Other","Other",8.00636756765025,39,3.9,212,0.00696
"MidasCare Pharmaceuticals",16,"Pharma","Mumbai",5.85936070647464,31,3.5,212,0.00651
"ILS Hospitals",15,"Healthcare","Other",6.62073965107352,11,3.6,212,0.00589
"Shivam Infocom",15,"Other","New Delhi",4.83230575857184,29,4.1,212,0.00567
"Ga Digital Web Word",66,"IT Services & Consulting","New Delhi",8.9226582995244,45,3.6,212,0.0094
"Innova Captab",17,"Pharma","Other",6.62073965107352,13,4,212,0.00723
"D'Decor Home Fabrics",36,"Other","Mumbai",8.00636756765025,18,4,212,0.013
"Bread Financial",28,"Other","Bangalore / Bengaluru",5.85936070647464,5,4,212,0.013
"Spectrum Consultants",24,"Other","Pune",6.62073965107352,13,2.6,212,0.0093
